loan_amount,repaid_amount,days,number_of_loans,Bucket
2465,2465,0,22,Active
2115,6577,7,22,Active
3115,3115,7,22,Active
1143,1143,0,22,Active
3115,3115,0,22,Active
600,3056,7,22,Active
5281,5281,0,22,Active
1300,1300,0,22,Active
3168,3168,0,22,Active
57,57,0,22,Active
2654,2654,0,22,Active
4306,4306,0,22,Active
2378,2378,0,22,Active
2598,2598,0,22,Active
37,37,0,22,Active
365,365,0,8,Active
1586,1586,0,8,Active
1574,1574,0,8,Active
312,312,0,8,Active
892,892,0,8,Active
375,375,0,8,Active
492,492,0,8,Active
2179,2179,7,14,Active
2596,2596,0,14,Active
198,198,0,14,Active
1436,1436,0,14,Active
0,4479,7,14,Active
0,0,0,14,Active
3487,3513,28,14,Active
1180,1180,0,14,Active
5100,5100,7,14,Active
5099,5099,0,14,Active
2026,2026,0,14,Active
334,3011,7,14,Active
230,230,0,14,Active
3715,3715,0,20,Active
3455,3455,0,20,Active
6015,6015,0,20,Active
5054,5054,0,20,Active
2215,9124,7,20,Active
5100,5100,0,20,Active
4701,5228,7,20,Active
4918,4918,0,20,Active
3993,3993,0,20,Active
5003,5003,0,20,Active
4814,4814,0,20,Active
654,654,0,20,Active
4515,4515,0,20,Active
3155,3155,0,20,Active
2615,2615,0,20,Active
5115,5115,0,20,Active
4700,9394,7,20,Active
4502,4502,0,20,Active
5115,5115,0,20,Active
1025,1025,0,3,Active
36,309,49,3,Default
2050,2050,0,12,Active
500,500,0,12,Active
500,500,0,12,Active
100,100,0,12,Active
1550,1550,0,12,Active
850,850,0,12,Active
600,600,0,12,Active
100,100,0,12,Active
600,600,0,12,Active
236,236,0,12,Active
1100,1100,0,12,Active
365,365,0,4,Active
2365,3141,7,4,Active
365,0,28,4,Active
248,248,0,4,Active
365,365,0,2,Active
4995,4995,0,14,Active
12950,12950,0,14,Active
365,365,0,14,Active
6700,6700,0,14,Active
10100,10100,0,14,Active
10400,10400,0,14,Active
4100,4100,0,14,Active
5100,5100,0,14,Active
6600,6600,0,14,Active
10101,10101,0,14,Active
8700,8700,0,14,Active
5200,5200,0,14,Active
9700,9700,0,14,Active
236,985,140,2,Write Off
350,350,0,2,Active
5415,5415,0,19,Active
863,2974,49,19,Default
3415,3415,0,19,Active
3386,3386,0,19,Active
3230,3230,7,19,Active
2740,2740,0,19,Active
4661,4661,0,19,Active
3790,3790,0,19,Active
6490,6490,0,19,Active
3668,3668,7,19,Active
4040,4040,0,19,Active
5040,5040,0,19,Active
1728,5664,14,19,Active
3865,3865,0,19,Active
4115,4115,0,19,Active
2740,2740,0,19,Active
3840,3840,0,19,Active
4855,4855,0,19,Active
2050,2050,0,5,Active
1550,1550,0,5,Active
236,236,0,5,Active
1100,1100,0,5,Active
667,667,0,6,Active
4115,9566,154,6,Write Off
5115,5115,0,6,Active
2730,2730,0,6,Active
1100,1100,0,6,Active
971,971,0,16,Active
2550,2550,0,16,Active
2350,2350,0,16,Active
676,676,0,16,Active
2500,2500,0,16,Active
2550,2550,0,16,Active
5080,5080,0,16,Active
300,300,0,16,Active
4480,6543,28,16,Active
1300,1300,28,16,Active
2837,2837,0,16,Active
230,0,7,16,Active
2550,3173,84,16,Default
1526,1526,0,16,Active
520,4500,21,16,Active
230,230,0,16,Active
1100,1518,21,5,Active
850,850,0,5,Active
381,381,0,5,Active
365,365,0,5,Active
365,0,28,1,Active
365,365,0,3,Active
1025,1025,0,3,Active
716,716,0,12,Active
837,837,0,12,Active
100,100,0,12,Active
2550,2990,7,12,Active
1345,1345,0,12,Active
100,100,0,12,Active
457,2352,21,12,Active
3310,3310,0,12,Active
1115,4195,28,12,Active
1600,1600,0,12,Active
230,230,21,12,Active
2515,2515,0,14,Active
972,972,0,14,Active
2300,2300,0,14,Active
100,100,0,14,Active
2236,2236,14,14,Active
3421,3421,0,14,Active
2615,2615,0,14,Active
2300,2300,0,14,Active
2250,2250,0,14,Active
0,0,0,14,Active
2730,7718,42,14,Default
816,816,0,14,Active
1915,3087,14,14,Active
365,0,7,2,Active
365,365,0,2,Active
365,365,0,2,Active
365,0,7,5,Active
754,754,0,5,Active
365,365,0,5,Active
1300,1595,7,5,Active
1000,1179,14,5,Active
1000,1000,0,6,Active
365,365,0,6,Active
1550,1550,0,6,Active
2050,2050,0,6,Active
2550,2550,0,6,Active
1550,1550,0,9,Active
2225,2225,0,9,Active
1050,1050,0,9,Active
1050,1050,7,9,Active
3100,3100,0,9,Active
1800,1800,0,9,Active
1415,1415,0,9,Active
1450,1450,0,9,Active
1025,1025,0,3,Active
365,365,0,3,Active
236,236,0,2,Active
365,365,0,3,Active
1000,1000,28,3,Active
2050,2050,0,5,Active
272,272,0,5,Active
314,314,0,5,Active
200,200,0,5,Active
365,365,7,2,Active
365,0,0,1,Active
981,1698,14,7,Active
833,1102,14,7,Active
396,396,7,7,Active
601,601,0,7,Active
365,365,0,7,Active
380,411,7,7,Active
1550,1550,0,5,Active
236,236,0,5,Active
1100,1100,0,5,Active
2050,2050,0,5,Active
115,115,56,4,Default
230,230,0,4,Active
230,156,7,4,Active
73,73,0,4,Active
1025,1025,0,3,Active
365,365,0,3,Active
5267,5267,0,9,Active
3600,6222,14,9,Active
1600,1600,0,9,Active
2577,2577,0,9,Active
2345,2345,7,9,Active
2230,0,0,9,Active
0,0,7,9,Active
360,1723,182,9,Write Off
5229,6568,91,9,Write Off
1644,0,364,1,Write Off
2050,2050,0,5,Active
1100,1100,0,5,Active
1550,1550,0,5,Active
236,236,0,5,Active
1050,1050,14,8,Active
1050,1050,0,8,Active
1050,1050,0,8,Active
950,950,0,8,Active
500,500,0,8,Active
2050,2050,0,8,Active
365,365,0,8,Active
2525,2525,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
365,365,7,6,Active
2307,5859,7,9,Active
4684,4684,0,9,Active
2123,2123,0,9,Active
2915,2915,0,9,Active
1540,1540,0,9,Active
3462,4266,308,9,Write Off
3136,3136,0,9,Active
2315,2315,0,9,Active
36,36,0,2,Active
272,0,21,2,Active
2615,2615,0,21,Active
116,1927,7,21,Active
3600,5928,14,21,Active
2050,4446,7,21,Active
3127,3127,0,21,Active
50,50,0,21,Active
3421,3421,0,21,Active
3236,9200,14,21,Active
4115,4115,0,21,Active
2050,2050,0,21,Active
3115,5598,14,21,Active
2711,8557,14,21,Active
3285,3285,0,21,Active
2115,2115,0,21,Active
1498,3600,7,21,Active
688,688,0,21,Active
2149,2149,0,21,Active
4255,4255,0,21,Active
2861,2861,0,21,Active
2615,2615,0,21,Active
2478,2478,0,18,Active
2569,2569,0,18,Active
3950,3950,0,18,Active
2291,5974,7,18,Active
3001,3001,0,18,Active
2077,2077,0,18,Active
4352,6897,217,18,Write Off
5239,5239,0,18,Active
230,230,0,18,Active
2438,2438,0,18,Active
1665,1665,0,18,Active
1089,1089,7,18,Active
2000,2000,0,18,Active
5296,5296,0,18,Active
2159,2159,0,18,Active
1681,2193,7,18,Active
2161,2161,0,18,Active
660,660,0,4,Active
365,32,0,4,Active
1250,1250,0,4,Active
697,697,0,4,Active
5567,11285,350,3,Write Off
2149,1947,0,3,Active
2333,2374,0,3,Active
57,57,0,21,Active
57,57,0,21,Active
50,50,0,21,Active
177,177,7,21,Active
0,0,0,21,Active
525,525,0,21,Active
57,57,0,21,Active
57,57,0,21,Active
1240,1240,0,21,Active
335,335,0,21,Active
115,115,7,21,Active
115,115,0,21,Active
57,57,0,21,Active
230,230,0,21,Active
59,59,0,21,Active
57,57,0,21,Active
68,68,0,21,Active
57,57,0,21,Active
57,57,0,21,Active
100,100,0,21,Active
3400,3400,0,6,Active
1250,1250,0,6,Active
5100,8223,182,6,Write Off
236,236,0,6,Active
3876,3876,0,6,Active
365,365,0,2,Active
365,0,0,2,Active
2550,2550,0,17,Active
1140,1140,0,17,Active
2550,2550,0,17,Active
3550,3550,0,17,Active
1050,1050,0,17,Active
2550,2550,0,17,Active
3115,12130,140,17,Write Off
2230,2230,0,17,Active
2050,2050,0,17,Active
2550,2550,0,17,Active
1000,1000,0,17,Active
0,0,0,17,Active
1600,1600,0,17,Active
2500,2500,0,17,Active
3115,3115,0,17,Active
1750,6213,42,17,Default
365,365,0,2,Active
57,71,7,16,Active
100,100,0,16,Active
57,57,0,16,Active
410,410,0,16,Active
57,57,0,16,Active
33,33,0,16,Active
50,50,0,16,Active
0,0,0,16,Active
57,57,0,16,Active
157,157,0,16,Active
57,57,0,16,Active
100,100,0,16,Active
50,50,0,16,Active
236,236,0,16,Active
230,230,0,16,Active
2625,2625,0,5,Active
3778,3778,0,5,Active
230,230,0,5,Active
115,8143,105,5,Write Off
4265,4265,0,27,Active
1000,1000,0,27,Active
1139,1139,0,27,Active
4742,7819,7,27,Active
1105,1105,0,27,Active
1552,1552,0,27,Active
3401,3401,0,27,Active
4068,8401,14,27,Active
4523,4523,0,27,Active
2615,2615,0,27,Active
1037,1037,0,27,Active
2103,2103,0,27,Active
500,500,0,27,Active
2050,2050,0,27,Active
3760,3760,0,27,Active
1070,3173,14,27,Active
4522,4522,0,27,Active
1764,1958,7,27,Active
1300,1300,0,27,Active
0,0,0,27,Active
3780,3780,0,27,Active
1115,4511,7,27,Active
4569,4569,0,27,Active
2115,2115,0,27,Active
8618,8618,0,27,Active
2255,2255,0,27,Active
5,5,105,5,Write Off
36,36,35,5,Default
2550,7142,28,5,Active
1300,1300,0,5,Active
3850,4646,238,4,Write Off
1250,1250,0,4,Active
236,236,0,4,Active
236,236,0,7,Active
400,574,140,7,Write Off
459,459,0,7,Active
1025,1025,0,7,Active
425,425,0,7,Active
50,1788,42,7,Default
236,0,147,3,Write Off
236,236,14,3,Active
500,1402,42,3,Default
1113,1113,0,11,Active
1500,1500,0,11,Active
5628,16209,42,11,Default
436,436,0,11,Active
6740,6740,7,11,Active
2674,2674,189,11,Write Off
462,1870,7,11,Active
2600,9736,14,11,Active
114,114,0,11,Active
230,230,0,11,Active
230,0,7,11,Active
230,2619,7,6,Active
4115,4681,7,6,Active
5115,5115,0,6,Active
5663,7812,280,6,Write Off
5225,5225,0,6,Active
2295,2295,0,5,Active
365,365,0,5,Active
1750,1750,0,5,Active
1550,1550,0,5,Active
1540,1540,0,7,Active
365,365,0,7,Active
1000,1749,14,7,Active
1550,1550,35,7,Default
2850,2850,0,7,Active
2050,2050,0,7,Active
1550,1886,7,6,Active
1300,1300,0,6,Active
365,365,0,6,Active
1213,1213,0,6,Active
1800,2263,28,6,Active
382,382,0,5,Active
400,400,0,5,Active
365,1007,7,5,Active
478,478,0,5,Active
365,365,0,3,Active
550,550,0,3,Active
236,0,7,3,Active
210,210,0,3,Active
36,874,56,3,Default
1360,1360,0,8,Active
1800,1800,0,8,Active
365,365,0,8,Active
1670,1670,0,8,Active
1300,1300,0,8,Active
1435,1435,0,8,Active
2270,2270,0,8,Active
93,93,0,7,Active
1570,1570,35,7,Default
533,533,7,7,Active
365,365,0,7,Active
2092,3870,7,7,Active
1133,1133,0,7,Active
1000,1000,0,6,Active
849,849,0,6,Active
236,236,0,6,Active
1300,1300,0,6,Active
2150,3850,21,6,Active
365,365,0,3,Active
1050,1050,0,3,Active
236,276,224,2,Write Off
236,0,0,2,Active
1025,1025,0,4,Active
1650,1650,0,4,Active
365,365,0,4,Active
365,365,0,2,Active
365,475,7,2,Active
236,236,0,5,Active
1250,1250,0,5,Active
3800,10129,35,5,Default
504,687,196,5,Write Off
2400,2400,0,16,Active
2500,2500,0,16,Active
2550,2550,0,16,Active
2550,2550,0,16,Active
411,411,35,16,Default
2500,2500,0,16,Active
2500,2500,0,16,Active
650,650,0,16,Active
2381,2381,0,16,Active
1300,3388,7,16,Active
2550,2550,0,16,Active
2600,7767,35,16,Default
236,236,7,16,Active
25,26,14,16,Active
2800,2800,0,16,Active
365,365,0,5,Active
1300,1300,0,5,Active
659,659,0,5,Active
1000,1840,7,5,Active
236,6,49,2,Default
29,29,0,2,Active
884,884,63,10,Default
100,100,0,10,Active
230,230,0,10,Active
3461,5437,21,10,Active
3208,5091,14,10,Active
4999,4999,7,10,Active
0,0,133,10,Write Off
5230,7248,7,10,Active
485,485,0,10,Active
6055,6055,0,7,Active
2620,2620,0,7,Active
2465,2465,0,7,Active
57,1430,84,7,Default
0,197,21,7,Active
436,503,70,7,Default
386,0,0,7,Active
1483,1483,0,10,Active
1230,0,0,10,Active
1740,2859,7,10,Active
1035,1035,0,10,Active
2025,4191,7,10,Active
5444,5444,0,10,Active
2345,3174,189,10,Write Off
1520,1520,0,10,Active
140,140,7,10,Active
1230,1230,0,10,Active
365,365,0,2,Active
2550,2550,0,8,Active
365,561,7,8,Active
2550,2935,7,8,Active
1353,1353,0,8,Active
2164,2164,0,8,Active
1350,1350,14,8,Active
2000,2000,7,8,Active
236,0,224,1,Write Off
798,798,0,4,Active
2452,4127,35,4,Default
1050,439,0,4,Active
975,975,0,4,Active
1644,1644,0,8,Active
215,215,7,8,Active
230,230,0,8,Active
5000,5026,7,8,Active
1108,1108,0,8,Active
331,331,14,8,Active
5203,9702,140,8,Write Off
365,365,0,5,Active
1350,1350,0,5,Active
1050,1050,35,5,Default
1350,1350,21,5,Active
236,236,0,3,Active
850,850,0,3,Active
753,753,0,8,Active
50,50,0,8,Active
2500,3289,14,8,Active
722,722,14,8,Active
2491,4424,28,8,Active
236,236,0,8,Active
236,0,0,8,Active
1200,1200,0,8,Active
2880,2880,0,8,Active
2170,2170,14,8,Active
300,300,0,8,Active
2550,2550,0,8,Active
236,130,0,8,Active
2550,2550,0,8,Active
105,105,0,8,Active
2550,2550,0,8,Active
365,365,0,6,Active
1050,1050,0,6,Active
1550,1550,0,6,Active
2050,2379,21,6,Active
1779,1779,0,6,Active
1025,1025,0,3,Active
365,365,0,3,Active
1000,1070,7,4,Active
365,365,7,4,Active
1479,1479,0,4,Active
236,236,0,3,Active
850,850,0,3,Active
365,0,56,1,Default
230,1181,322,1,Write Off
471,471,0,6,Active
1040,932,7,6,Active
1075,1975,7,6,Active
500,500,0,6,Active
304,304,0,6,Active
499,1219,7,6,Active
1550,1550,0,8,Active
2050,2050,0,8,Active
365,365,0,8,Active
2525,2525,0,8,Active
2500,2500,0,8,Active
1050,1050,0,8,Active
2544,4932,7,8,Active
500,500,0,8,Active
365,365,0,8,Active
1550,1550,0,8,Active
2025,2025,0,8,Active
2550,2550,0,8,Active
2050,2050,0,8,Active
1050,1050,0,8,Active
365,0,49,1,Default
4700,6553,14,21,Active
230,230,0,21,Active
4305,4305,0,21,Active
4475,4475,0,21,Active
2365,2365,0,21,Active
87,87,0,21,Active
3511,3511,0,21,Active
4776,4776,0,21,Active
4734,4734,0,21,Active
2490,2490,0,21,Active
0,0,0,21,Active
7315,7315,0,21,Active
2540,2540,0,21,Active
2425,2425,0,21,Active
2415,4301,7,21,Active
5240,5240,7,21,Active
2516,2516,7,21,Active
2539,2539,0,21,Active
4304,4304,0,21,Active
3700,3700,0,21,Active
2550,2550,0,7,Active
2550,2550,0,7,Active
800,800,0,7,Active
236,236,0,7,Active
2050,2050,0,7,Active
1100,1100,0,7,Active
300,300,0,5,Active
170,170,21,5,Active
365,365,0,5,Active
300,300,0,5,Active
3701,5957,21,15,Active
2115,5000,21,15,Active
437,437,161,15,Write Off
57,57,0,15,Active
3100,3100,0,15,Active
2155,2155,0,15,Active
50,50,0,15,Active
2219,2219,0,15,Active
4115,4115,0,15,Active
5115,9354,21,15,Active
1143,1143,0,15,Active
57,57,0,15,Active
230,230,0,15,Active
1000,1000,0,15,Active
970,970,0,7,Active
365,365,0,7,Active
305,305,0,7,Active
220,220,0,7,Active
986,986,0,7,Active
302,302,0,7,Active
3115,3115,0,7,Active
230,230,0,7,Active
3465,5651,7,7,Active
3843,3843,0,7,Active
1500,1500,0,7,Active
3115,6890,301,7,Write Off
250,2727,35,4,Default
36,36,0,4,Active
36,0,7,4,Active
119,119,0,4,Active
200,200,0,17,Active
1550,1550,0,17,Active
2550,2550,0,17,Active
1750,1750,0,17,Active
2550,2550,0,17,Active
1050,1050,0,17,Active
1000,1000,0,17,Active
36,36,0,17,Active
2457,2457,0,17,Active
1550,1550,0,17,Active
2300,2300,0,17,Active
1050,1050,0,17,Active
2550,2550,0,17,Active
2350,2350,0,17,Active
2550,2550,0,17,Active
2550,2550,0,17,Active
1300,1300,0,8,Active
1550,1550,0,8,Active
236,236,0,8,Active
800,800,0,8,Active
50,50,0,8,Active
1050,1050,0,8,Active
1650,1650,21,8,Active
365,365,0,9,Active
2050,2050,0,9,Active
1050,1050,14,9,Active
1300,1728,7,9,Active
1550,1550,0,9,Active
1671,1671,0,9,Active
1150,1150,7,9,Active
1050,1050,0,9,Active
230,1674,28,6,Active
1515,1515,0,6,Active
0,0,0,6,Active
408,408,0,6,Active
57,57,0,6,Active
230,0,21,6,Active
1800,1800,0,10,Active
1450,1450,0,10,Active
500,500,0,10,Active
1050,1050,0,10,Active
2225,4364,7,10,Active
1300,1300,0,10,Active
1550,1550,0,10,Active
1550,1550,0,10,Active
365,365,0,10,Active
2200,2200,0,9,Active
800,800,0,9,Active
2250,2250,0,9,Active
1550,1550,0,9,Active
365,0,0,9,Active
365,365,0,9,Active
1800,1800,0,9,Active
1050,1050,0,9,Active
2050,2050,0,9,Active
6,6,21,6,Active
1050,1751,7,6,Active
300,300,0,6,Active
365,365,0,6,Active
150,1693,14,6,Active
36,36,0,3,Active
250,250,0,3,Active
5091,5091,0,8,Active
2634,2634,0,8,Active
115,2022,7,8,Active
4102,4240,7,8,Active
57,9572,28,8,Active
1115,1555,273,8,Write Off
1058,1058,0,8,Active
236,158,0,11,Active
0,0,28,11,Active
1737,1737,0,11,Active
62,62,0,11,Active
1550,1844,21,11,Active
1480,1480,0,11,Active
2050,2050,0,11,Active
1273,1273,0,11,Active
77,77,28,11,Active
2550,3826,21,11,Active
1050,1050,0,11,Active
1153,1153,14,17,Active
2500,4543,7,17,Active
3850,3850,0,17,Active
1784,1784,0,17,Active
1233,1233,0,17,Active
656,656,0,17,Active
1320,4484,42,17,Default
5100,9777,14,17,Active
1250,1250,0,17,Active
2550,2550,0,17,Active
2450,2450,0,17,Active
236,236,0,17,Active
3042,5320,14,17,Active
2550,2946,49,17,Default
2550,2550,0,17,Active
2537,2537,0,17,Active
72,219,175,2,Write Off
236,0,0,2,Active
2550,2550,0,17,Active
1350,1350,0,17,Active
2550,2550,0,17,Active
2650,7683,7,17,Active
2550,2550,0,17,Active
2550,2550,0,17,Active
450,450,0,17,Active
1000,2568,42,17,Default
2500,2500,0,17,Active
2550,2550,0,17,Active
2425,2425,0,17,Active
2175,2175,0,17,Active
2016,2016,0,17,Active
381,381,0,17,Active
36,36,0,17,Active
2500,2500,0,17,Active
1025,1025,0,5,Active
730,730,0,5,Active
1550,1550,0,5,Active
1000,1000,0,5,Active
1342,1342,0,3,Active
865,1272,42,3,Default
365,0,7,3,Active
365,365,0,4,Active
1390,1390,0,4,Active
1025,1025,0,4,Active
2150,4969,364,2,Write Off
2191,2191,0,8,Active
0,0,0,8,Active
1845,3928,28,8,Active
1115,4369,7,8,Active
3100,3100,7,8,Active
2418,4156,98,8,Write Off
3436,3436,0,8,Active
2050,2050,0,4,Active
365,432,35,4,Default
1482,1482,0,4,Active
236,0,21,2,Active
36,36,0,2,Active
365,365,0,5,Active
1000,1000,0,5,Active
550,550,7,5,Active
1025,1025,0,5,Active
1550,1550,0,11,Active
365,365,0,11,Active
2050,2050,0,11,Active
2550,3855,7,11,Active
1550,1550,0,11,Active
2050,2050,0,11,Active
365,0,7,11,Active
2500,2500,0,11,Active
1350,1350,7,11,Active
2550,2550,0,11,Active
1000,1000,0,11,Active
2475,2475,0,15,Active
1100,6889,21,15,Active
0,0,0,15,Active
3162,3162,0,15,Active
57,811,7,15,Active
2115,2115,0,15,Active
788,788,0,15,Active
2115,2115,0,15,Active
2615,2615,0,15,Active
575,575,0,15,Active
2118,3173,7,15,Active
759,759,0,15,Active
230,230,0,15,Active
3868,3868,0,15,Active
1600,1600,0,4,Active
365,365,0,4,Active
1025,1025,0,4,Active
236,236,0,3,Active
850,850,0,3,Active
1025,1025,0,3,Active
365,365,0,3,Active
1652,4440,14,5,Active
1620,5197,7,5,Active
2481,8445,70,5,Default
0,0,0,5,Active
2739,2128,49,5,Default
365,365,0,2,Active
1025,1025,0,6,Active
365,365,0,6,Active
1000,1000,0,6,Active
1025,1025,0,6,Active
1000,1000,0,6,Active
236,0,14,2,Active
36,36,147,2,Write Off
4433,4433,0,14,Active
5107,5107,0,14,Active
5185,5185,0,14,Active
2550,2550,0,14,Active
2783,5102,0,14,Active
2527,0,0,14,Active
100,100,0,14,Active
2352,3201,7,14,Active
3580,3580,0,14,Active
3090,5726,56,14,Default
2925,2925,0,14,Active
4160,7385,14,14,Active
100,100,0,14,Active
7743,7743,0,14,Active
1550,1550,0,5,Active
1100,1100,0,5,Active
2050,2050,0,5,Active
236,236,0,5,Active
365,0,7,1,Active
4236,6182,245,5,Write Off
2500,5251,35,5,Default
1942,1942,7,5,Active
230,230,0,5,Active
500,500,0,3,Active
365,365,0,3,Active
1550,3075,14,5,Active
236,236,0,5,Active
1000,1000,0,5,Active
674,674,0,5,Active
365,365,0,3,Active
671,671,0,3,Active
365,365,0,2,Active
4115,4115,0,24,Active
2600,2600,0,24,Active
1845,1845,0,24,Active
2550,2550,0,24,Active
2600,2600,0,24,Active
2433,2433,0,24,Active
0,0,0,24,Active
2115,2115,0,24,Active
2115,2115,0,24,Active
4525,4525,0,24,Active
2615,2615,0,24,Active
2240,2240,0,24,Active
100,100,0,24,Active
5115,5115,0,24,Active
3490,3490,0,24,Active
3003,3003,0,24,Active
4236,4236,0,24,Active
100,100,0,24,Active
57,57,0,24,Active
115,115,0,24,Active
2240,2240,0,24,Active
2115,2115,0,24,Active
57,57,0,24,Active
850,850,0,3,Active
236,0,28,3,Active
236,236,0,3,Active
365,365,14,2,Active
365,0,49,2,Default
365,0,70,1,Default
482,482,161,3,Write Off
236,1534,42,3,Default
800,800,0,4,Active
50,50,0,4,Active
236,236,0,4,Active
230,936,7,3,Active
1358,3427,119,3,Write Off
620,620,0,6,Active
1250,1250,0,6,Active
1650,1650,0,6,Active
2500,4429,14,6,Active
36,36,0,6,Active
365,65,21,2,Active
299,299,0,2,Active
2550,2550,49,7,Default
1250,1250,0,7,Active
1300,1300,0,7,Active
850,850,0,7,Active
236,236,0,7,Active
1185,1185,0,7,Active
236,889,49,3,Default
444,444,0,3,Active
1214,1214,0,6,Active
5,5,0,6,Active
3800,8292,14,6,Active
236,236,0,6,Active
3157,3201,140,6,Write Off
230,230,343,2,Write Off
236,236,0,4,Active
1550,1550,0,4,Active
1100,1100,0,4,Active
365,365,0,3,Active
1025,1025,0,3,Active
1025,1025,0,5,Active
365,365,0,5,Active
660,660,0,5,Active
365,365,0,5,Active
874,2217,84,10,Default
2500,2500,0,10,Active
346,346,0,10,Active
2500,2500,0,10,Active
2650,4966,7,10,Active
3350,3931,14,10,Active
2283,2283,0,10,Active
36,36,0,10,Active
2550,4225,7,10,Active
365,365,0,2,Active
1366,1366,0,10,Active
71,71,0,10,Active
1615,8254,7,10,Active
6090,6090,0,10,Active
1218,1218,0,10,Active
2115,2115,0,10,Active
1490,1533,35,10,Default
3340,3340,0,10,Active
4300,4300,0,10,Active
178,375,21,18,Active
115,115,0,18,Active
2615,2615,0,18,Active
1615,1615,0,18,Active
57,57,0,18,Active
5115,5115,0,18,Active
1115,7919,14,18,Active
1539,1539,0,18,Active
138,138,0,18,Active
3230,6317,7,18,Active
795,795,0,18,Active
100,100,7,18,Active
3315,3315,0,18,Active
2615,2615,0,18,Active
50,50,0,18,Active
150,150,0,18,Active
0,0,0,18,Active
57,57,0,9,Active
343,343,0,9,Active
237,237,0,9,Active
4230,6574,35,9,Default
2115,2115,0,9,Active
230,230,0,9,Active
0,0,0,9,Active
0,0,0,9,Active
273,273,0,3,Active
365,441,14,3,Active
236,0,14,4,Active
563,1810,42,4,Default
51,471,49,4,Default
36,772,42,4,Default
5821,5821,0,4,Active
2600,8423,224,4,Write Off
230,2980,77,4,Default
1074,1074,0,4,Active
1100,1575,7,4,Active
236,236,0,4,Active
365,365,7,5,Active
500,500,0,5,Active
1025,1025,0,5,Active
500,500,0,5,Active
131,131,0,5,Active
230,3928,77,5,Default
1086,2503,21,5,Active
60,1435,42,5,Default
36,36,0,2,Active
236,0,91,2,Write Off
365,365,0,4,Active
365,365,0,4,Active
650,650,0,4,Active
1939,1939,0,10,Active
793,793,0,10,Active
365,1850,7,10,Active
1550,2806,7,10,Active
1500,1670,7,10,Active
1000,1000,0,10,Active
1200,1200,0,10,Active
2379,2379,0,10,Active
1750,1750,14,10,Active
4768,4768,0,8,Active
4526,4602,14,8,Active
3293,5622,63,8,Default
2263,2417,35,8,Default
1032,1182,7,8,Active
2630,7401,42,8,Default
57,57,0,8,Active
2050,2378,7,5,Active
365,365,0,5,Active
1395,1395,0,5,Active
1365,1365,0,5,Active
230,230,0,4,Active
230,230,0,4,Active
690,0,14,4,Active
236,236,0,4,Active
2600,2600,0,11,Active
5115,5115,0,11,Active
5608,5608,0,11,Active
5021,7436,7,11,Active
2600,4691,7,11,Active
5100,8677,210,11,Write Off
2615,2615,0,11,Active
5220,5220,0,11,Active
2500,2500,0,11,Active
230,230,0,11,Active
2250,2250,0,4,Active
1,1,0,4,Active
2050,2237,28,4,Active
365,363,14,4,Active
1176,1176,0,6,Active
1000,1000,0,6,Active
1750,3159,42,6,Default
365,365,0,6,Active
1050,2349,7,6,Active
2100,2100,77,4,Default
2500,2500,0,4,Active
365,365,0,4,Active
365,468,7,5,Active
2050,2050,0,5,Active
878,878,0,5,Active
1550,1550,0,5,Active
430,1175,28,8,Active
857,857,0,8,Active
36,1008,7,8,Active
547,547,0,8,Active
1350,1919,21,8,Active
2550,2550,0,8,Active
200,1691,77,8,Default
2618,9909,21,20,Active
624,2955,21,20,Active
2450,2450,0,20,Active
57,57,0,20,Active
4115,4115,0,20,Active
5115,5186,7,20,Active
1000,1000,0,20,Active
1230,1230,0,20,Active
1550,1550,0,20,Active
1765,1765,0,20,Active
1127,1234,7,20,Active
5115,5115,0,20,Active
5122,5122,0,20,Active
2115,2115,0,20,Active
1115,1115,0,20,Active
2550,2550,0,20,Active
4115,11331,14,20,Active
7721,7721,0,20,Active
2050,2146,7,20,Active
365,365,0,2,Active
677,677,0,13,Active
500,5267,7,13,Active
6265,6265,0,13,Active
6881,6881,0,13,Active
800,800,0,13,Active
1835,2859,35,13,Default
230,230,0,13,Active
57,57,0,13,Active
813,813,0,13,Active
1100,1100,0,13,Active
1100,1100,0,13,Active
1059,1059,0,13,Active
230,0,350,1,Write Off
236,236,0,3,Active
1100,1100,0,3,Active
1000,1000,28,3,Active
365,365,0,3,Active
365,365,0,6,Active
3575,3575,0,6,Active
2550,2550,0,6,Active
2610,2610,0,6,Active
750,1539,42,6,Default
149,149,0,2,Active
365,214,14,2,Active
1463,1463,0,8,Active
3350,3350,0,8,Active
1550,7168,14,8,Active
236,236,0,8,Active
1250,1250,0,8,Active
4600,6836,7,8,Active
2944,3023,189,8,Write Off
2115,3747,21,7,Active
115,115,0,7,Active
1331,1331,0,7,Active
0,0,0,7,Active
5041,5041,105,7,Write Off
1644,1644,0,7,Active
1050,1050,0,9,Active
1550,1550,0,9,Active
2525,2525,0,9,Active
2550,2550,0,9,Active
2550,2550,0,9,Active
2050,2050,0,9,Active
2500,2500,0,9,Active
365,365,0,9,Active
100,100,7,16,Active
2568,5889,7,16,Active
4420,9876,14,16,Active
3114,3114,0,16,Active
2908,2908,0,16,Active
1700,1700,0,16,Active
4194,4616,14,16,Active
2621,2621,0,16,Active
3417,3417,0,16,Active
550,550,0,16,Active
2260,2260,0,16,Active
